filename,File Name,TP,TN,FP,FN,Precision,Recall,F1,Sensitivity,Specificity,Gmean
5,Artificial_splitting-clusters_2_splitting-clusterssudden_aobhs_uob.csv,19475,65905,14121,499,0.5797,0.975,0.7271,0.975,0.8235,0.8961
5,Artificial_splitting-clusters_3_splitting-clustersincremental_aobhs_uob.csv,29310,58386,11612,692,0.7162,0.9769,0.8265,0.9769,0.8341,0.9027
5,Artificial_splitting-clusters_3_splitting-clustersperiodic_aobhs_uob.csv,29386,62213,7873,528,0.7887,0.9823,0.8749,0.9823,0.8877,0.9338
5,Artificial_splitting-clusters_3_splitting-clusterssudden_aobhs_uob.csv,29587,57379,12627,407,0.7009,0.9864,0.8195,0.9864,0.8196,0.8992
5,Artificial_splitting-clusters_4_splitting-clustersincremental_aobhs_uob.csv,39278,49761,10257,704,0.7929,0.9824,0.8776,0.9824,0.8291,0.9025
5,Artificial_splitting-clusters_4_splitting-clustersperiodic_aobhs_uob.csv,39403,53191,6823,583,0.8524,0.9854,0.9141,0.9854,0.8863,0.9346
5,Artificial_splitting-clusters_4_splitting-clusterssudden_aobhs_uob.csv,39523,49821,10193,463,0.795,0.9884,0.8812,0.9884,0.8302,0.9058
5,Real_amazon_aobhs_uob.csv,760,2926,3953,361,0.1613,0.678,0.2605,0.678,0.4254,0.537
5,Real_Elec_aobhs_uob.csv,16317,23036,3039,2920,0.843,0.8482,0.8456,0.8482,0.8835,0.8657
5,Real_kaggle_aobhs_uob.csv,407,283470,845,85,0.3251,0.8272,0.4667,0.8272,0.997,0.9082
5,Real_pakdd_aobhs_uob.csv,6269,20540,19584,3604,0.2425,0.635,0.3509,0.635,0.5119,0.5701
5,Real_tripadvisor_aobhs_uob.csv,4029,12206,2887,1369,0.5826,0.7464,0.6544,0.7464,0.8087,0.7769
5,Real_twitter_aobhs_uob.csv,731,5738,1924,697,0.2753,0.5119,0.3581,0.5119,0.7489,0.6192
6,Artificial_appearing-clusters_1_appearing-clustersincremental_aobhs_uob.csv,9453,78460,11705,382,0.4468,0.9612,0.61,0.9612,0.8702,0.9145
6,Artificial_appearing-clusters_1_appearing-clustersperiodic_aobhs_uob.csv,9850,83577,6513,60,0.602,0.9939,0.7498,0.9939,0.9277,0.9603
6,Artificial_appearing-clusters_1_appearing-clusterssudden_aobhs_uob.csv,9400,78343,11831,426,0.4427,0.9566,0.6053,0.9566,0.8688,0.9117
6,Artificial_appearing-clusters_2_appearing-clustersincremental_aobhs_uob.csv,19651,67292,12719,338,0.6071,0.9831,0.7506,0.9831,0.841,0.9093
6,Artificial_appearing-clusters_2_appearing-clustersperiodic_aobhs_uob.csv,20065,73666,6231,38,0.763,0.9981,0.8649,0.9981,0.922,0.9593
6,Artificial_appearing-clusters_2_appearing-clusterssudden_aobhs_uob.csv,19643,66685,13346,326,0.5954,0.9837,0.7418,0.9837,0.8332,0.9053
6,Artificial_appearing-clusters_3_appearing-clustersincremental_aobhs_uob.csv,29636,58171,11820,373,0.7149,0.9876,0.8294,0.9876,0.8311,0.906
6,Artificial_appearing-clusters_3_appearing-clustersperiodic_aobhs_uob.csv,30099,64467,5412,22,0.8476,0.9993,0.9172,0.9993,0.9226,0.9601
6,Artificial_appearing-clusters_3_appearing-clusterssudden_aobhs_uob.csv,29773,57901,12053,273,0.7118,0.9909,0.8285,0.9909,0.8277,0.9056
6,Artificial_appearing-clusters_4_appearing-clustersincremental_aobhs_uob.csv,39605,50117,9902,376,0.8,0.9906,0.8851,0.9906,0.835,0.9095
6,Artificial_appearing-clusters_4_appearing-clustersperiodic_aobhs_uob.csv,39953,55235,4798,14,0.8928,0.9996,0.9432,0.9996,0.9201,0.959
6,Artificial_appearing-clusters_4_appearing-clusterssudden_aobhs_uob.csv,39530,49869,10177,424,0.7953,0.9894,0.8818,0.9894,0.8305,0.9065
6,Artificial_appearing-minority_1_appearing-minorityincremental_aobhs_uob.csv,4539,86544,8586,331,0.3458,0.932,0.5045,0.932,0.9097,0.9208
6,Artificial_appearing-minority_1_appearing-minorityperiodic_aobhs_uob.csv,421,89669,9831,79,0.0411,0.842,0.0783,0.842,0.9012,0.8711
6,Artificial_appearing-minority_1_appearing-minoritysudden_aobhs_uob.csv,4557,85303,9795,345,0.3175,0.9296,0.4734,0.9296,0.897,0.9132
6,Artificial_appearing-minority_2_appearing-minorityincremental_aobhs_uob.csv,9554,81826,8309,311,0.5348,0.9685,0.6891,0.9685,0.9078,0.9377
6,Artificial_appearing-minority_2_appearing-minorityperiodic_aobhs_uob.csv,970,88341,10588,101,0.0839,0.9057,0.1536,0.9057,0.893,0.8993
6,Artificial_appearing-minority_2_appearing-minoritysudden_aobhs_uob.csv,9642,80287,9782,289,0.4964,0.9709,0.6569,0.9709,0.8914,0.9303
6,Artificial_appearing-minority_3_appearing-minorityincremental_aobhs_uob.csv,14540,77033,7949,478,0.6465,0.9682,0.7753,0.9682,0.9065,0.9368
6,Artificial_appearing-minority_3_appearing-minorityperiodic_aobhs_uob.csv,1362,89571,8957,110,0.132,0.9253,0.231,0.9253,0.9091,0.9171
6,Artificial_appearing-minority_3_appearing-minoritysudden_aobhs_uob.csv,14699,75498,9453,350,0.6086,0.9767,0.7499,0.9767,0.8887,0.9317
6,Artificial_appearing-minority_4_appearing-minorityincremental_aobhs_uob.csv,19587,73032,7003,378,0.7366,0.9811,0.8415,0.9811,0.9125,0.9462
6,Artificial_appearing-minority_4_appearing-minorityperiodic_aobhs_uob.csv,1896,90472,7531,101,0.2011,0.9494,0.3319,0.9494,0.9232,0.9362
6,Artificial_appearing-minority_4_appearing-minoritysudden_aobhs_uob.csv,19652,72028,7916,404,0.7129,0.9799,0.8253,0.9799,0.901,0.9396
6,Artificial_borderline_1_borderlineincremental_aobhs_uob.csv,9524,72501,17512,463,0.3523,0.9536,0.5145,0.9536,0.8055,0.8764
6,Artificial_borderline_1_borderlineperiodic_aobhs_uob.csv,9790,72391,17491,328,0.3589,0.9676,0.5235,0.9676,0.8054,0.8828
6,Artificial_borderline_1_borderlinesudden_aobhs_uob.csv,9503,72663,17370,464,0.3536,0.9534,0.5159,0.9534,0.8071,0.8772
6,Artificial_borderline_2_borderlineincremental_aobhs_uob.csv,19801,61045,18874,280,0.512,0.9861,0.674,0.9861,0.7638,0.8679
6,Artificial_borderline_2_borderlineperiodic_aobhs_uob.csv,19756,61673,18333,238,0.5187,0.9881,0.6803,0.9881,0.7709,0.8727
6,Artificial_borderline_2_borderlinesudden_aobhs_uob.csv,19667,59634,20402,297,0.4908,0.9851,0.6552,0.9851,0.7451,0.8567
6,Artificial_borderline_3_borderlineincremental_aobhs_uob.csv,29735,52557,17433,275,0.6304,0.9908,0.7706,0.9908,0.7509,0.8626
6,Artificial_borderline_3_borderlineperiodic_aobhs_uob.csv,29741,53128,16929,202,0.6373,0.9933,0.7764,0.9933,0.7584,0.8679
6,Artificial_borderline_3_borderlinesudden_aobhs_uob.csv,29561,51963,18118,358,0.62,0.988,0.7619,0.988,0.7415,0.8559
6,Artificial_borderline_4_borderlineincremental_aobhs_uob.csv,39375,44890,15220,515,0.7212,0.9871,0.8335,0.9871,0.7468,0.8586
6,Artificial_borderline_4_borderlineperiodic_aobhs_uob.csv,39537,45458,14624,381,0.73,0.9905,0.8405,0.9905,0.7566,0.8657
6,Artificial_borderline_4_borderlinesudden_aobhs_uob.csv,39607,44615,15389,389,0.7202,0.9903,0.8339,0.9903,0.7435,0.8581
6,Artificial_clusters-movement_1_clusters-movementincremental_aobhs_uob.csv,7422,71012,19054,2512,0.2803,0.7471,0.4077,0.7471,0.7884,0.7675
6,Artificial_clusters-movement_1_clusters-movementperiodic_aobhs_uob.csv,8992,72206,17924,878,0.3341,0.911,0.4889,0.911,0.8011,0.8543
6,Artificial_clusters-movement_1_clusters-movementsudden_aobhs_uob.csv,7295,70373,19684,2648,0.2704,0.7337,0.3952,0.7337,0.7814,0.7572
6,Artificial_clusters-movement_2_clusters-movementincremental_aobhs_uob.csv,18056,58661,21299,1984,0.4588,0.901,0.608,0.901,0.7336,0.813
6,Artificial_clusters-movement_2_clusters-movementperiodic_aobhs_uob.csv,19160,60204,19791,845,0.4919,0.9578,0.65,0.9578,0.7526,0.849
6,Artificial_clusters-movement_2_clusters-movementsudden_aobhs_uob.csv,17754,53695,26302,2249,0.403,0.8876,0.5543,0.8876,0.6712,0.7718
6,Artificial_clusters-movement_3_clusters-movementincremental_aobhs_uob.csv,28638,50089,19936,1337,0.5896,0.9554,0.7292,0.9554,0.7153,0.8267
6,Artificial_clusters-movement_3_clusters-movementperiodic_aobhs_uob.csv,29168,51530,18462,840,0.6124,0.972,0.7514,0.972,0.7362,0.8459
6,Artificial_clusters-movement_3_clusters-movementsudden_aobhs_uob.csv,27472,45405,24637,2486,0.5272,0.917,0.6695,0.917,0.6483,0.771
6,Artificial_clusters-movement_4_clusters-movementincremental_aobhs_uob.csv,36278,39098,20928,3696,0.6342,0.9075,0.7466,0.9075,0.6514,0.7688
6,Artificial_clusters-movement_4_clusters-movementperiodic_aobhs_uob.csv,38820,44080,16003,1097,0.7081,0.9725,0.8195,0.9725,0.7337,0.8447
6,Artificial_clusters-movement_4_clusters-movementsudden_aobhs_uob.csv,36135,38070,21987,3808,0.6217,0.9047,0.737,0.9047,0.6339,0.7573
6,Artificial_disappearing-minority_1_disappearing-minorityincremental_aobhs_uob.csv,4752,74848,20136,264,0.1909,0.9474,0.3178,0.9474,0.788,0.864
6,Artificial_disappearing-minority_1_disappearing-minorityperiodic_aobhs_uob.csv,8785,73530,17117,568,0.3392,0.9393,0.4984,0.9393,0.8112,0.8729
6,Artificial_disappearing-minority_1_disappearing-minoritysudden_aobhs_uob.csv,4759,72079,22903,259,0.172,0.9484,0.2912,0.9484,0.7589,0.8484
6,Artificial_disappearing-minority_2_disappearing-minorityincremental_aobhs_uob.csv,9707,71252,18703,338,0.3417,0.9664,0.5048,0.9664,0.7921,0.8749
6,Artificial_disappearing-minority_2_disappearing-minorityperiodic_aobhs_uob.csv,18450,62309,18674,567,0.497,0.9702,0.6573,0.9702,0.7694,0.864
6,Artificial_disappearing-minority_2_disappearing-minoritysudden_aobhs_uob.csv,9808,62779,27179,234,0.2652,0.9767,0.4171,0.9767,0.6979,0.8256
6,Artificial_disappearing-minority_3_disappearing-minorityincremental_aobhs_uob.csv,14755,69321,15736,188,0.4839,0.9874,0.6495,0.9874,0.815,0.8971
6,Artificial_disappearing-minority_3_disappearing-minorityperiodic_aobhs_uob.csv,27984,54573,16939,504,0.6229,0.9823,0.7624,0.9823,0.7631,0.8658
6,Artificial_disappearing-minority_3_disappearing-minoritysudden_aobhs_uob.csv,14706,60416,24586,292,0.3743,0.9805,0.5418,0.9805,0.7108,0.8348
6,Artificial_disappearing-minority_4_disappearing-minorityincremental_aobhs_uob.csv,19598,63138,16899,365,0.537,0.9817,0.6942,0.9817,0.7889,0.88
6,Artificial_disappearing-minority_4_disappearing-minorityperiodic_aobhs_uob.csv,37211,46454,15711,624,0.7031,0.9835,0.82,0.9835,0.7473,0.8573
6,Artificial_disappearing-minority_4_disappearing-minoritysudden_aobhs_uob.csv,19701,55868,24167,264,0.4491,0.9868,0.6173,0.9868,0.698,0.8299
6,Artificial_jitter_1_jitterincremental_aobhs_uob.csv,9435,71078,18983,504,0.332,0.9493,0.492,0.9493,0.7892,0.8656
6,Artificial_jitter_1_jitterperiodic_aobhs_uob.csv,9377,72109,17952,562,0.3431,0.9435,0.5032,0.9435,0.8007,0.8691
6,Artificial_jitter_1_jittersudden_aobhs_uob.csv,9307,71168,18893,632,0.33,0.9364,0.4881,0.9364,0.7902,0.8602
6,Artificial_jitter_2_jitterincremental_aobhs_uob.csv,19531,61112,18926,431,0.5079,0.9784,0.6687,0.9784,0.7635,0.8643
6,Artificial_jitter_2_jitterperiodic_aobhs_uob.csv,19400,60578,19460,562,0.4992,0.9718,0.6596,0.9718,0.7569,0.8576
6,Artificial_jitter_2_jittersudden_aobhs_uob.csv,19398,61067,18971,564,0.5056,0.9717,0.6651,0.9717,0.763,0.8611
6,Artificial_jitter_3_jitterincremental_aobhs_uob.csv,29383,52088,18013,516,0.6199,0.9827,0.7603,0.9827,0.743,0.8545
6,Artificial_jitter_3_jitterperiodic_aobhs_uob.csv,29392,52313,17788,507,0.623,0.983,0.7626,0.983,0.7463,0.8565
6,Artificial_jitter_3_jittersudden_aobhs_uob.csv,29340,51655,18446,559,0.614,0.9813,0.7554,0.9813,0.7369,0.8503
6,Artificial_jitter_4_jitterincremental_aobhs_uob.csv,38910,43938,16458,694,0.7028,0.9825,0.8194,0.9825,0.7275,0.8454
6,Artificial_jitter_4_jitterperiodic_aobhs_uob.csv,38788,44446,15950,816,0.7086,0.9794,0.8223,0.9794,0.7359,0.849
6,Artificial_jitter_4_jittersudden_aobhs_uob.csv,38946,44265,16131,658,0.7071,0.9834,0.8227,0.9834,0.7329,0.849
6,Artificial_minority-share_1_minority-shareincremental_aobhs_uob.csv,4554,86144,9003,299,0.3359,0.9384,0.4947,0.9384,0.9054,0.9217
6,Artificial_minority-share_1_minority-shareperiodic_aobhs_uob.csv,390,90129,9376,105,0.0399,0.7879,0.076,0.7879,0.9058,0.8448
6,Artificial_minority-share_1_minority-sharesudden_aobhs_uob.csv,4501,85464,9674,361,0.3175,0.9258,0.4729,0.9258,0.8983,0.9119
6,Artificial_minority-share_2_minority-shareincremental_aobhs_uob.csv,9591,80687,9432,290,0.5042,0.9707,0.6636,0.9707,0.8953,0.9322
6,Artificial_minority-share_2_minority-shareperiodic_aobhs_uob.csv,915,88439,10536,110,0.0799,0.8927,0.1467,0.8927,0.8935,0.8931
6,Artificial_minority-share_2_minority-sharesudden_aobhs_uob.csv,9617,80017,10075,291,0.4884,0.9706,0.6498,0.9706,0.8882,0.9285
6,Artificial_minority-share_3_minority-shareincremental_aobhs_uob.csv,14727,75242,9708,323,0.6027,0.9785,0.746,0.9785,0.8857,0.931
6,Artificial_minority-share_3_minority-shareperiodic_aobhs_uob.csv,1451,86056,12361,132,0.1051,0.9166,0.1885,0.9166,0.8744,0.8953
6,Artificial_minority-share_3_minority-sharesudden_aobhs_uob.csv,14718,75998,8988,296,0.6209,0.9803,0.7602,0.9803,0.8942,0.9363
6,Artificial_minority-share_4_minority-shareincremental_aobhs_uob.csv,19726,72110,7859,305,0.7151,0.9848,0.8285,0.9848,0.9017,0.9423
6,Artificial_minority-share_4_minority-shareperiodic_aobhs_uob.csv,1950,86664,11274,112,0.1475,0.9457,0.2551,0.9457,0.8849,0.9148
6,Artificial_minority-share_4_minority-sharesudden_aobhs_uob.csv,19607,71792,8148,453,0.7064,0.9774,0.8201,0.9774,0.8981,0.9369
6,Artificial_shapeshift_1_shapeshiftincremental_aobhs_uob.csv,9109,72087,18034,770,0.3356,0.9221,0.4921,0.9221,0.7999,0.8588
6,Artificial_shapeshift_1_shapeshiftperiodic_aobhs_uob.csv,9324,72408,17728,540,0.3447,0.9453,0.5051,0.9453,0.8033,0.8714
6,Artificial_shapeshift_1_shapeshiftsudden_aobhs_uob.csv,9109,71673,18461,757,0.3304,0.9233,0.4866,0.9233,0.7952,0.8568
6,Artificial_shapeshift_2_shapeshiftincremental_aobhs_uob.csv,19363,61973,18081,583,0.5171,0.9708,0.6748,0.9708,0.7741,0.8669
6,Artificial_shapeshift_2_shapeshiftperiodic_aobhs_uob.csv,19400,61464,18719,417,0.5089,0.979,0.6697,0.979,0.7665,0.8663
6,Artificial_shapeshift_2_shapeshiftsudden_aobhs_uob.csv,19451,60337,19687,525,0.497,0.9737,0.6581,0.9737,0.754,0.8568
6,Artificial_shapeshift_3_shapeshiftincremental_aobhs_uob.csv,29204,52913,17374,509,0.627,0.9829,0.7656,0.9829,0.7528,0.8602
6,Artificial_shapeshift_3_shapeshiftperiodic_aobhs_uob.csv,29558,53777,16315,350,0.6443,0.9883,0.7801,0.9883,0.7672,0.8708
6,Artificial_shapeshift_3_shapeshiftsudden_aobhs_uob.csv,29309,51999,18258,434,0.6162,0.9854,0.7582,0.9854,0.7401,0.854
6,Artificial_shapeshift_4_shapeshiftincremental_aobhs_uob.csv,39418,45133,14849,600,0.7264,0.985,0.8361,0.985,0.7524,0.8609
6,Artificial_shapeshift_4_shapeshiftperiodic_aobhs_uob.csv,39611,44146,15866,377,0.714,0.9906,0.8299,0.9906,0.7356,0.8536
6,Artificial_shapeshift_4_shapeshiftsudden_aobhs_uob.csv,39355,44079,15903,663,0.7122,0.9834,0.8261,0.9834,0.7349,0.8501
6,Artificial_splitting-clusters_1_splitting-clustersincremental_aobhs_uob.csv,9274,78358,11767,601,0.4408,0.9391,0.5999,0.9391,0.8694,0.9036
6,Artificial_splitting-clusters_1_splitting-clustersperiodic_aobhs_uob.csv,9374,82048,8027,551,0.5387,0.9445,0.6861,0.9445,0.9109,0.9275
6,Artificial_splitting-clusters_1_splitting-clusterssudden_aobhs_uob.csv,9345,77016,13103,536,0.4163,0.9458,0.5781,0.9458,0.8546,0.899
6,Artificial_splitting-clusters_2_splitting-clustersincremental_aobhs_uob.csv,19446,67445,12541,568,0.6079,0.9716,0.7479,0.9716,0.8432,0.9051
6,Artificial_splitting-clusters_2_splitting-clustersperiodic_aobhs_uob.csv,19519,71422,8568,491,0.6949,0.9755,0.8117,0.9755,0.8929,0.9333
6,Artificial_splitting-clusters_2_splitting-clusterssudden_aobhs_uob.csv,19510,66042,13984,464,0.5825,0.9768,0.7298,0.9768,0.8253,0.8978
6,Artificial_splitting-clusters_3_splitting-clustersincremental_aobhs_uob.csv,29448,57804,12194,554,0.7072,0.9815,0.8221,0.9815,0.8258,0.9003
6,Artificial_splitting-clusters_3_splitting-clustersperiodic_aobhs_uob.csv,29479,62058,8028,435,0.786,0.9855,0.8745,0.9855,0.8855,0.9341
6,Artificial_splitting-clusters_3_splitting-clusterssudden_aobhs_uob.csv,29542,57219,12787,452,0.6979,0.9849,0.8169,0.9849,0.8173,0.8972
6,Artificial_splitting-clusters_4_splitting-clustersincremental_aobhs_uob.csv,39246,49540,10478,736,0.7893,0.9816,0.875,0.9816,0.8254,0.9001
6,Artificial_splitting-clusters_4_splitting-clustersperiodic_aobhs_uob.csv,39432,53150,6864,554,0.8517,0.9861,0.914,0.9861,0.8856,0.9345
6,Artificial_splitting-clusters_4_splitting-clusterssudden_aobhs_uob.csv,39437,49159,10855,549,0.7842,0.9863,0.8737,0.9863,0.8191,0.8988
6,Real_amazon_aobhs_uob.csv,788,3048,3831,333,0.1706,0.7029,0.2746,0.7029,0.4431,0.5581
6,Real_Elec_aobhs_uob.csv,16154,23143,2932,3083,0.8464,0.8397,0.843,0.8397,0.8876,0.8633
6,Real_kaggle_aobhs_uob.csv,421,283146,1169,71,0.2648,0.8557,0.4044,0.8557,0.9959,0.9231
6,Real_pakdd_aobhs_uob.csv,6262,21145,18979,3611,0.2481,0.6343,0.3567,0.6343,0.527,0.5781
6,Real_tripadvisor_aobhs_uob.csv,3850,12287,2806,1548,0.5784,0.7132,0.6388,0.7132,0.8141,0.762
6,Real_twitter_aobhs_uob.csv,720,5899,1763,708,0.29,0.5042,0.3682,0.5042,0.7699,0.623
7,Artificial_appearing-clusters_1_appearing-clustersincremental_aobhs_uob.csv,9497,78549,11616,338,0.4498,0.9656,0.6137,0.9656,0.8712,0.9172
7,Artificial_appearing-clusters_1_appearing-clustersperiodic_aobhs_uob.csv,9840,83558,6532,70,0.601,0.9929,0.7488,0.9929,0.9275,0.9597
7,Artificial_appearing-clusters_1_appearing-clusterssudden_aobhs_uob.csv,9392,77711,12463,434,0.4297,0.9558,0.5929,0.9558,0.8618,0.9076
7,Artificial_appearing-clusters_2_appearing-clustersincremental_aobhs_uob.csv,19608,67516,12495,381,0.6108,0.9809,0.7528,0.9809,0.8438,0.9098
7,Artificial_appearing-clusters_2_appearing-clustersperiodic_aobhs_uob.csv,20083,73493,6404,20,0.7582,0.999,0.8621,0.999,0.9198,0.9586
7,Artificial_appearing-clusters_2_appearing-clusterssudden_aobhs_uob.csv,19613,66327,13704,356,0.5887,0.9822,0.7361,0.9822,0.8288,0.9022
7,Artificial_appearing-clusters_3_appearing-clustersincremental_aobhs_uob.csv,29691,58768,11223,318,0.7257,0.9894,0.8373,0.9894,0.8397,0.9115
7,Artificial_appearing-clusters_3_appearing-clustersperiodic_aobhs_uob.csv,30091,64117,5762,30,0.8393,0.999,0.9122,0.999,0.9175,0.9574
7,Artificial_appearing-clusters_3_appearing-clusterssudden_aobhs_uob.csv,29694,58087,11867,352,0.7145,0.9883,0.8294,0.9883,0.8304,0.9059
7,Artificial_appearing-clusters_4_appearing-clustersincremental_aobhs_uob.csv,39662,50471,9548,319,0.806,0.992,0.8894,0.992,0.8409,0.9133
7,Artificial_appearing-clusters_4_appearing-clustersperiodic_aobhs_uob.csv,39957,55130,4903,10,0.8907,0.9997,0.9421,0.9997,0.9183,0.9582
7,Artificial_appearing-clusters_4_appearing-clusterssudden_aobhs_uob.csv,39547,49852,10194,407,0.7951,0.9898,0.8818,0.9898,0.8302,0.9065
7,Artificial_appearing-minority_1_appearing-minorityincremental_aobhs_uob.csv,4503,86801,8329,367,0.3509,0.9246,0.5088,0.9246,0.9124,0.9185
7,Artificial_appearing-minority_1_appearing-minorityperiodic_aobhs_uob.csv,423,88030,11470,77,0.0356,0.846,0.0683,0.846,0.8847,0.8651
7,Artificial_appearing-minority_1_appearing-minoritysudden_aobhs_uob.csv,4528,85114,9984,374,0.312,0.9237,0.4665,0.9237,0.895,0.9092
7,Artificial_appearing-minority_2_appearing-minorityincremental_aobhs_uob.csv,9525,81848,8287,340,0.5348,0.9655,0.6883,0.9655,0.9081,0.9364
7,Artificial_appearing-minority_2_appearing-minorityperiodic_aobhs_uob.csv,958,91399,7530,113,0.1129,0.8945,0.2004,0.8945,0.9239,0.9091
7,Artificial_appearing-minority_2_appearing-minoritysudden_aobhs_uob.csv,9614,80209,9860,317,0.4937,0.9681,0.6539,0.9681,0.8905,0.9285
7,Artificial_appearing-minority_3_appearing-minorityincremental_aobhs_uob.csv,14605,76504,8478,413,0.6327,0.9725,0.7666,0.9725,0.9002,0.9357
7,Artificial_appearing-minority_3_appearing-minorityperiodic_aobhs_uob.csv,1332,89843,8685,140,0.133,0.9049,0.2319,0.9049,0.9119,0.9084
7,Artificial_appearing-minority_3_appearing-minoritysudden_aobhs_uob.csv,14802,75366,9585,247,0.607,0.9836,0.7507,0.9836,0.8872,0.9341
7,Artificial_appearing-minority_4_appearing-minorityincremental_aobhs_uob.csv,19523,73454,6581,442,0.7479,0.9779,0.8476,0.9779,0.9178,0.9473
7,Artificial_appearing-minority_4_appearing-minorityperiodic_aobhs_uob.csv,1880,90052,7951,117,0.1912,0.9414,0.3179,0.9414,0.9189,0.9301
7,Artificial_appearing-minority_4_appearing-minoritysudden_aobhs_uob.csv,19658,71795,8149,398,0.7069,0.9802,0.8214,0.9802,0.8981,0.9382
7,Artificial_borderline_1_borderlineincremental_aobhs_uob.csv,9504,72247,17766,483,0.3485,0.9516,0.5102,0.9516,0.8026,0.874
7,Artificial_borderline_1_borderlineperiodic_aobhs_uob.csv,9843,72104,17778,275,0.3564,0.9728,0.5216,0.9728,0.8022,0.8834
7,Artificial_borderline_1_borderlinesudden_aobhs_uob.csv,9433,70502,19531,534,0.3257,0.9464,0.4846,0.9464,0.7831,0.8609
7,Artificial_borderline_2_borderlineincremental_aobhs_uob.csv,19707,59590,20329,374,0.4922,0.9814,0.6556,0.9814,0.7456,0.8554
7,Artificial_borderline_2_borderlineperiodic_aobhs_uob.csv,19689,61562,18444,305,0.5163,0.9847,0.6774,0.9847,0.7695,0.8705
7,Artificial_borderline_2_borderlinesudden_aobhs_uob.csv,19564,59397,20639,400,0.4866,0.98,0.6503,0.98,0.7421,0.8528
7,Artificial_borderline_3_borderlineincremental_aobhs_uob.csv,29668,52298,17692,342,0.6264,0.9886,0.7669,0.9886,0.7472,0.8595
7,Artificial_borderline_3_borderlineperiodic_aobhs_uob.csv,29695,53717,16340,248,0.6451,0.9917,0.7817,0.9917,0.7668,0.872
7,Artificial_borderline_3_borderlinesudden_aobhs_uob.csv,29549,51909,18172,370,0.6192,0.9876,0.7612,0.9876,0.7407,0.8553
7,Artificial_borderline_4_borderlineincremental_aobhs_uob.csv,39415,44663,15447,475,0.7184,0.9881,0.832,0.9881,0.743,0.8568
7,Artificial_borderline_4_borderlineperiodic_aobhs_uob.csv,39566,46179,13903,352,0.74,0.9912,0.8474,0.9912,0.7686,0.8728
7,Artificial_borderline_4_borderlinesudden_aobhs_uob.csv,39596,44608,15396,400,0.72,0.99,0.8337,0.99,0.7434,0.8579
7,Artificial_clusters-movement_1_clusters-movementincremental_aobhs_uob.csv,8533,74153,15913,1401,0.3491,0.859,0.4964,0.859,0.8233,0.841
7,Artificial_clusters-movement_1_clusters-movementperiodic_aobhs_uob.csv,8928,71964,18166,942,0.3295,0.9046,0.4831,0.9046,0.7984,0.8498
7,Artificial_clusters-movement_1_clusters-movementsudden_aobhs_uob.csv,7636,71370,18687,2307,0.2901,0.768,0.4211,0.768,0.7925,0.7801
7,Artificial_clusters-movement_2_clusters-movementincremental_aobhs_uob.csv,17845,56619,23341,2195,0.4333,0.8905,0.5829,0.8905,0.7081,0.7941
7,Artificial_clusters-movement_2_clusters-movementperiodic_aobhs_uob.csv,19085,59946,20049,920,0.4877,0.954,0.6454,0.954,0.7494,0.8455
7,Artificial_clusters-movement_2_clusters-movementsudden_aobhs_uob.csv,17787,56637,23360,2216,0.4323,0.8892,0.5817,0.8892,0.708,0.7934
7,Artificial_clusters-movement_3_clusters-movementincremental_aobhs_uob.csv,27796,48147,21878,2179,0.5596,0.9273,0.698,0.9273,0.6876,0.7985
7,Artificial_clusters-movement_3_clusters-movementperiodic_aobhs_uob.csv,29078,51921,18071,930,0.6167,0.969,0.7537,0.969,0.7418,0.8478
7,Artificial_clusters-movement_3_clusters-movementsudden_aobhs_uob.csv,27375,45715,24327,2583,0.5295,0.9138,0.6705,0.9138,0.6527,0.7723
7,Artificial_clusters-movement_4_clusters-movementincremental_aobhs_uob.csv,36706,40718,19308,3268,0.6553,0.9182,0.7648,0.9182,0.6783,0.7892
7,Artificial_clusters-movement_4_clusters-movementperiodic_aobhs_uob.csv,38879,44582,15501,1038,0.715,0.974,0.8246,0.974,0.742,0.8501
7,Artificial_clusters-movement_4_clusters-movementsudden_aobhs_uob.csv,36189,37862,22195,3754,0.6198,0.906,0.7361,0.906,0.6304,0.7558
7,Artificial_disappearing-minority_1_disappearing-minorityincremental_aobhs_uob.csv,4754,77501,17483,262,0.2138,0.9478,0.3489,0.9478,0.8159,0.8794
7,Artificial_disappearing-minority_1_disappearing-minorityperiodic_aobhs_uob.csv,8795,73019,17628,558,0.3329,0.9403,0.4917,0.9403,0.8055,0.8703
7,Artificial_disappearing-minority_1_disappearing-minoritysudden_aobhs_uob.csv,4744,72613,22369,274,0.175,0.9454,0.2953,0.9454,0.7645,0.8501
7,Artificial_disappearing-minority_2_disappearing-minorityincremental_aobhs_uob.csv,9815,70470,19485,230,0.335,0.9771,0.4989,0.9771,0.7834,0.8749
7,Artificial_disappearing-minority_2_disappearing-minorityperiodic_aobhs_uob.csv,18497,62012,18971,520,0.4937,0.9727,0.6549,0.9727,0.7657,0.863
7,Artificial_disappearing-minority_2_disappearing-minoritysudden_aobhs_uob.csv,9668,62110,27848,374,0.2577,0.9628,0.4066,0.9628,0.6904,0.8153
7,Artificial_disappearing-minority_3_disappearing-minorityincremental_aobhs_uob.csv,14675,68160,16897,268,0.4648,0.9821,0.631,0.9821,0.8013,0.8871
7,Artificial_disappearing-minority_3_disappearing-minorityperiodic_aobhs_uob.csv,28006,53552,17960,482,0.6093,0.9831,0.7523,0.9831,0.7489,0.858
