File Name,TP,TN,FP,FN,Precision,Recall,F1,Sensitivity,Specificity,Gmean,AUC,Runtime
Artificial_appearing-clusters_1_appearing-clustersincremental_ARF-Re.csv,9616,79687,10478,219,0.4786,0.9777,0.6426,0.9777,0.8838,0.9296,0.967820534409167,11.15625
Artificial_appearing-clusters_1_appearing-clustersincremental_ARF.csv,5143,88359,1806,4692,0.7401,0.5229,0.6128,0.5229,0.98,0.7159,0.9675322970983181,13.5
Artificial_appearing-clusters_1_appearing-clustersincremental_CALMID.csv,6763,86542,3623,3072,0.6512,0.6876,0.6689,0.6876,0.9598,0.8124,0.9634007590050337,8.9375
Artificial_appearing-clusters_1_appearing-clustersincremental_CSMOTE.csv,8770,79712,10453,1065,0.4562,0.8917,0.6036,0.8917,0.8841,0.8879,0.943764874829406,165.3125
Artificial_appearing-clusters_1_appearing-clustersincremental_EFDT.csv,4939,87554,2611,4896,0.6542,0.5022,0.5682,0.5022,0.971,0.6983,0.9508155429106402,2.59375
Artificial_appearing-clusters_1_appearing-clustersincremental_MICFOAL.csv,6768,85840,4325,3067,0.6101,0.6882,0.6468,0.6882,0.952,0.8094,0.9421310848204604,2.734375
Artificial_appearing-clusters_1_appearing-clustersincremental_OOB.csv,9547,80303,9862,288,0.4919,0.9707,0.6529,0.9707,0.8906,0.9298,0.9671400726076643,5.421875
Artificial_appearing-clusters_1_appearing-clustersincremental_ROSE.csv,8618,83420,6745,1217,0.561,0.8763,0.684,0.8763,0.9252,0.9004,0.9706500597066706,10.5
Artificial_appearing-clusters_1_appearing-clustersincremental_SGBT.csv,2757,89804,361,7078,0.8842,0.2803,0.4257,0.2803,0.996,0.5284,0.9589187077828365,81.640625
Artificial_appearing-clusters_1_appearing-clustersincremental_UOB.csv,9534,75235,14930,301,0.3897,0.9694,0.5559,0.9694,0.8344,0.8994,0.9517428069439773,4.34375
Artificial_appearing-clusters_1_appearing-clustersperiodic_ARF-Re.csv,9876,84076,6014,34,0.6215,0.9966,0.7656,0.9966,0.9332,0.9644,0.9799260947595962,7.671875
Artificial_appearing-clusters_1_appearing-clustersperiodic_ARF.csv,7321,86979,3111,2589,0.7018,0.7387,0.7198,0.7387,0.9655,0.8445,0.9795435879290572,11.1875
Artificial_appearing-clusters_1_appearing-clustersperiodic_CALMID.csv,8908,85626,4464,1002,0.6662,0.8989,0.7652,0.8989,0.9504,0.9243,0.9785736631347126,7.046875
Artificial_appearing-clusters_1_appearing-clustersperiodic_CSMOTE.csv,9798,80020,10070,112,0.4932,0.9887,0.6581,0.9887,0.8882,0.9371,0.9577405882602653,153.375
Artificial_appearing-clusters_1_appearing-clustersperiodic_EFDT.csv,7025,86927,3163,2885,0.6895,0.7089,0.6991,0.7089,0.9649,0.827,0.9734101883092802,2.25
Artificial_appearing-clusters_1_appearing-clustersperiodic_MICFOAL.csv,8638,85370,4720,1272,0.6467,0.8716,0.7425,0.8716,0.9476,0.9088,0.9659440061004138,2.90625
Artificial_appearing-clusters_1_appearing-clustersperiodic_OOB.csv,9872,83679,6411,38,0.6063,0.9962,0.7538,0.9962,0.9288,0.9619,0.9786290007783449,5.21875
Artificial_appearing-clusters_1_appearing-clustersperiodic_ROSE.csv,9759,84972,5118,151,0.656,0.9848,0.7874,0.9848,0.9432,0.9638,0.9802922506353384,8.5
Artificial_appearing-clusters_1_appearing-clustersperiodic_SGBT.csv,3423,89513,577,6487,0.8558,0.3454,0.4922,0.3454,0.9936,0.5858,0.9751302436771659,76.953125
Artificial_appearing-clusters_1_appearing-clustersperiodic_UOB.csv,9897,80123,9967,13,0.4982,0.9987,0.6648,0.9987,0.8894,0.9424,0.9703692999454856,4.859375
Artificial_appearing-clusters_1_appearing-clusterssudden_ARF-Re.csv,9568,79153,11021,258,0.4647,0.9737,0.6292,0.9737,0.8778,0.9245,0.9645940378397996,8.71875
Artificial_appearing-clusters_1_appearing-clusterssudden_ARF.csv,4775,88530,1644,5051,0.7439,0.486,0.5879,0.486,0.9818,0.6907,0.9642835293067593,12.234375
Artificial_appearing-clusters_1_appearing-clusterssudden_CALMID.csv,6488,86677,3497,3338,0.6498,0.6603,0.655,0.6603,0.9612,0.7967,0.963672271286662,7.28125
Artificial_appearing-clusters_1_appearing-clusterssudden_CSMOTE.csv,8382,75267,14907,1444,0.3599,0.853,0.5062,0.853,0.8347,0.8438,0.9251171416199211,157.796875
Artificial_appearing-clusters_1_appearing-clusterssudden_EFDT.csv,4657,87548,2626,5169,0.6394,0.4739,0.5444,0.4739,0.9709,0.6783,0.9459060832572417,2.375
Artificial_appearing-clusters_1_appearing-clusterssudden_MICFOAL.csv,6275,86260,3914,3551,0.6159,0.6386,0.627,0.6386,0.9566,0.7816,0.9339613489908384,2.671875
Artificial_appearing-clusters_1_appearing-clusterssudden_OOB.csv,9490,79969,10205,336,0.4818,0.9658,0.6429,0.9658,0.8868,0.9255,0.9642981718258512,5.015625
Artificial_appearing-clusters_1_appearing-clusterssudden_ROSE.csv,8483,83304,6870,1343,0.5525,0.8633,0.6738,0.8633,0.9238,0.8931,0.9693291564074794,9.359375
Artificial_appearing-clusters_1_appearing-clusterssudden_SGBT.csv,2674,89847,327,7152,0.891,0.2721,0.4169,0.2721,0.9964,0.5207,0.9569630468052603,76.78125
Artificial_appearing-clusters_1_appearing-clusterssudden_UOB.csv,9398,74882,15292,428,0.3806,0.9564,0.5446,0.9564,0.8304,0.8912,0.9467346524448553,4.90625
Artificial_appearing-clusters_2_appearing-clustersincremental_ARF-Re.csv,19751,70970,9041,238,0.686,0.9881,0.8098,0.9881,0.887,0.9362,0.9700668146723552,11.953125
Artificial_appearing-clusters_2_appearing-clustersincremental_ARF.csv,15797,75306,4705,4192,0.7705,0.7903,0.7803,0.7903,0.9412,0.8624,0.9682759958241497,16.3125
Artificial_appearing-clusters_2_appearing-clustersincremental_CALMID.csv,17964,73500,6511,2025,0.734,0.8987,0.808,0.8987,0.9186,0.9086,0.9675305620263346,8.8125
Artificial_appearing-clusters_2_appearing-clustersincremental_CSMOTE.csv,18635,69827,10184,1354,0.6466,0.9323,0.7636,0.9323,0.8727,0.902,0.9448036660880386,323.09375
Artificial_appearing-clusters_2_appearing-clustersincremental_EFDT.csv,14854,74723,5288,5135,0.7375,0.7431,0.7403,0.7431,0.9339,0.8331,0.9535209382470479,2.640625
Artificial_appearing-clusters_2_appearing-clustersincremental_MICFOAL.csv,17918,72394,7617,2071,0.7017,0.8964,0.7872,0.8964,0.9048,0.9006,0.9491839992442281,2.984375
Artificial_appearing-clusters_2_appearing-clustersincremental_OOB.csv,19725,70285,9726,264,0.6698,0.9868,0.7979,0.9868,0.8784,0.931,0.9663114978201578,6.140625
Artificial_appearing-clusters_2_appearing-clustersincremental_ROSE.csv,19462,71788,8223,527,0.703,0.9736,0.8165,0.9736,0.8972,0.9347,0.9708314560822628,11.546875
Artificial_appearing-clusters_2_appearing-clustersincremental_SGBT.csv,12432,77298,2713,7557,0.8209,0.6219,0.7077,0.6219,0.9661,0.7751,0.964174981658167,77.125
Artificial_appearing-clusters_2_appearing-clustersincremental_UOB.csv,19721,67568,12443,268,0.6131,0.9866,0.7563,0.9866,0.8445,0.9128,0.9562842229984813,4.59375
Artificial_appearing-clusters_2_appearing-clustersperiodic_ARF-Re.csv,20058,74750,5147,45,0.7958,0.9978,0.8854,0.9978,0.9356,0.9662,0.979943542579937,9.21875
Artificial_appearing-clusters_2_appearing-clustersperiodic_ARF.csv,19529,75386,4511,574,0.8124,0.9714,0.8848,0.9714,0.9435,0.9574,0.9795093928545673,13.28125
Artificial_appearing-clusters_2_appearing-clustersperiodic_CALMID.csv,19880,75020,4877,223,0.803,0.9889,0.8863,0.9889,0.939,0.9636,0.979564761858919,7.1875
Artificial_appearing-clusters_2_appearing-clustersperiodic_CSMOTE.csv,20011,70645,9252,92,0.6838,0.9954,0.8107,0.9954,0.8842,0.9382,0.9585665451147923,322.21875
Artificial_appearing-clusters_2_appearing-clustersperiodic_EFDT.csv,19521,74537,5360,582,0.7846,0.971,0.8679,0.971,0.9329,0.9518,0.9730157312529685,2.375
Artificial_appearing-clusters_2_appearing-clustersperiodic_MICFOAL.csv,19595,74149,5748,508,0.7732,0.9747,0.8623,0.9747,0.9281,0.9511,0.9702191809481445,2.609375
Artificial_appearing-clusters_2_appearing-clustersperiodic_OOB.csv,20073,73802,6095,30,0.7671,0.9985,0.8676,0.9985,0.9237,0.9604,0.9787898274049477,4.765625
