File Name,TP,TN,FP,FN,Precision,Recall,F1,Sensitivity,Specificity,Gmean,AUC,Runtime
Artificial_appearing-clusters_1_appearing-clustersincremental_ARF-Re.csv,9623,79860,10305,212,0.4829,0.9784,0.6466,0.9784,0.8857,0.9309,0.9684073978252208,10.515625
Artificial_appearing-clusters_1_appearing-clustersincremental_ARF.csv,5346,88198,1967,4489,0.731,0.5436,0.6235,0.5436,0.9782,0.7292,0.9678398009005181,12.9375
Artificial_appearing-clusters_1_appearing-clustersincremental_CALMID.csv,6611,86689,3476,3224,0.6554,0.6722,0.6637,0.6722,0.9614,0.8039,0.9615869555760775,9.9375
Artificial_appearing-clusters_1_appearing-clustersincremental_CSMOTE.csv,8886,79444,10721,949,0.4532,0.9035,0.6036,0.9035,0.8811,0.8922,0.9449497398022848,185.171875
Artificial_appearing-clusters_1_appearing-clustersincremental_EFDT.csv,4939,87554,2611,4896,0.6542,0.5022,0.5682,0.5022,0.971,0.6983,0.9508155429106402,2.609375
Artificial_appearing-clusters_1_appearing-clustersincremental_MICFOAL.csv,6613,85856,4309,3222,0.6055,0.6724,0.6372,0.6724,0.9522,0.8002,0.9397351333885955,2.9375
Artificial_appearing-clusters_1_appearing-clustersincremental_OOB.csv,9523,80303,9862,312,0.4913,0.9683,0.6518,0.9683,0.8906,0.9286,0.966570113747572,5.921875
Artificial_appearing-clusters_1_appearing-clustersincremental_ROSE.csv,7579,83026,7139,2256,0.5149,0.7706,0.6174,0.7706,0.9208,0.8424,0.9547621621559141,13.0625
Artificial_appearing-clusters_1_appearing-clustersincremental_SGBT.csv,2757,89804,361,7078,0.8842,0.2803,0.4257,0.2803,0.996,0.5284,0.9589187077828365,83.28125
Artificial_appearing-clusters_1_appearing-clustersincremental_UOB.csv,9523,75051,15114,312,0.3865,0.9683,0.5525,0.9683,0.8324,0.8978,0.9472902508762744,4.21875
Artificial_appearing-clusters_1_appearing-clustersperiodic_ARF-Re.csv,9872,84125,5965,38,0.6234,0.9962,0.7668,0.9962,0.9338,0.9645,0.9799483216637607,8.09375
Artificial_appearing-clusters_1_appearing-clustersperiodic_ARF.csv,7535,86806,3284,2375,0.6965,0.7603,0.727,0.7603,0.9635,0.8559,0.9794689288735706,10.65625
Artificial_appearing-clusters_1_appearing-clustersperiodic_CALMID.csv,8740,85826,4264,1170,0.6721,0.8819,0.7629,0.8819,0.9527,0.9166,0.9787304454711114,7.375
Artificial_appearing-clusters_1_appearing-clustersperiodic_CSMOTE.csv,9799,80046,10044,111,0.4938,0.9888,0.6587,0.9888,0.8885,0.9373,0.957664620949182,166.75
Artificial_appearing-clusters_1_appearing-clustersperiodic_EFDT.csv,7025,86927,3163,2885,0.6895,0.7089,0.6991,0.7089,0.9649,0.827,0.9734101883092802,2.375
Artificial_appearing-clusters_1_appearing-clustersperiodic_MICFOAL.csv,8444,85462,4628,1466,0.646,0.8521,0.7348,0.8521,0.9486,0.8991,0.9648261039330666,2.796875
Artificial_appearing-clusters_1_appearing-clustersperiodic_OOB.csv,9869,83692,6398,41,0.6067,0.9959,0.754,0.9959,0.929,0.9618,0.9784627705515697,5.296875
Artificial_appearing-clusters_1_appearing-clustersperiodic_ROSE.csv,8757,84500,5590,1153,0.6104,0.8837,0.722,0.8837,0.938,0.9104,0.9726686515637071,10.484375
